Age,Qualifications,Tasks_completed,Due_tasks,Awards,Experience,AttendancePercentage,promoted
43,MBA,30,6,0,23,65.27,0
48,BBA,90,13,7,20,88.79,1
30,MBA,69,15,13,24,55.86,1
52,MSC,79,1,14,6,93.67,1
30,BBA,37,8,14,5,63.72,0
35,B.Tech,50,9,1,20,88.65,1
22,B.Tech,85,9,5,11,89.42,1
24,BBA,13,13,14,4,60.24,0
58,PhD,65,8,12,10,52.44,0
34,B.Tech,76,16,11,28,61.52,1
55,PhD,34,11,10,25,73.82,0
54,BSC,54,16,13,4,85.63,1
51,MSC,58,4,1,18,96.9,1
25,BBA,48,6,0,18,90.26,1
40,B.Tech,99,16,0,27,76.65,1
56,BSC,83,15,3,13,75.12,1
47,BBA,41,16,9,15,63.82,0
55,MSC,86,10,0,21,69.61,1
43,BSC,69,14,11,29,95.97,1
25,MSC,25,4,9,8,79.51,0
24,B.Tech,25,5,3,13,64.45,0
34,MSC,87,5,4,6,76.1,1
63,PhD,36,0,1,16,82.13,0
53,BBA,78,10,8,27,63.62,1
47,BSC,39,15,4,23,86.66,0
29,PhD,52,7,9,16,66.22,1
50,MSC,64,0,8,18,54.32,0
44,PhD,55,16,14,3,54.68,0
33,BBA,83,11,7,14,86.85,1
40,M.Tech,69,18,14,27,53.38,1
36,BSC,93,16,6,23,62.89,1
56,BBA,79,10,13,9,54.82,1
40,MBA,9,2,2,23,88.69,0
41,BSC,51,10,12,1,63.91,1
30,MSC,26,8,6,18,74.77,0
62,B.Tech,96,14,4,6,62.92,1
56,B.Tech,64,14,10,20,67.3,1
47,B.Tech,43,6,0,21,97.17,1
43,MBA,77,16,2,19,97.59,1
38,MSC,75,6,0,10,98.26,1
47,MBA,1,1,9,18,77.56,0
55,M.Tech,56,14,9,15,89.39,1
62,M.Tech,86,19,4,21,85.93,1
22,B.Tech,33,10,9,16,93.52,1
56,M.Tech,3,4,12,2,52.17,0
61,BSC,14,7,6,6,56.96,0
46,MSC,63,8,3,6,73.64,0
21,MBA,75,10,9,7,86.16,1
24,M.Tech,52,7,5,12,55.59,0
50,B.Tech,81,19,8,17,85.14,1
47,MBA,37,15,13,9,97.97,1
24,B.Tech,85,3,4,14,82.1,1
54,PhD,33,13,9,7,92.18,1
45,MSC,62,2,10,21,85.98,1
60,B.Tech,69,9,4,18,94.84,1
53,MSC,15,0,12,9,56.58,0
61,MBA,98,4,13,19,72.36,1
46,M.Tech,35,17,0,22,93.94,1
28,BSC,1,8,14,24,72.38,0
32,MSC,9,16,12,8,86.08,0
44,BSC,57,7,14,22,61.66,1
64,M.Tech,65,0,7,21,92.26,1
32,MBA,19,5,4,4,55.77,0
27,M.Tech,56,0,10,21,76.43,1
54,BBA,23,19,10,25,61.34,0
63,BBA,87,5,7,20,82.4,1
59,MBA,95,8,4,24,76.73,1
43,MSC,28,18,1,9,95.19,1
30,M.Tech,11,18,4,16,91.64,0
47,MBA,79,10,13,6,84.08,1
21,MSC,50,17,12,13,59.24,0
58,PhD,63,5,11,23,85.82,1
50,BSC,11,6,14,7,95.9,0
29,BBA,47,0,10,13,69.87,0
57,BBA,17,5,9,3,97.99,1
29,MBA,70,1,3,4,71.22,0
38,B.Tech,85,16,8,5,58.15,1
55,B.Tech,10,18,9,26,91.33,1
55,BBA,13,17,6,28,66.94,0
22,BSC,91,11,10,22,81.79,1
45,B.Tech,41,18,11,23,89.8,1
21,PhD,68,5,7,11,73.04,1
56,MSC,96,17,7,5,72.87,1
50,B.Tech,85,11,7,22,83.43,1
33,MBA,73,3,3,20,52.25,0
61,B.Tech,77,6,1,11,81.39,1
42,PhD,77,8,1,25,57.36,1
28,MBA,54,10,11,14,71.45,0
46,BBA,97,17,5,11,82.11,1
34,B.Tech,79,4,6,8,64.2,1
58,B.Tech,70,11,9,3,78.87,1
56,BBA,15,11,8,14,74.7,0
55,MSC,11,1,8,4,54.12,0
46,B.Tech,25,15,4,22,88.14,1
54,BBA,9,11,1,26,86.16,0
61,PhD,23,6,13,17,64.01,0
26,BSC,9,4,0,15,84.73,0
21,MSC,64,13,9,28,60.27,1
34,PhD,72,11,4,10,68.53,0
22,MBA,70,8,6,1,62.08,0
38,M.Tech,15,11,5,29,69.72,0
35,B.Tech,31,6,13,14,76.02,0
52,M.Tech,2,4,10,28,88.07,0
48,MSC,19,12,2,13,82.16,0
44,M.Tech,23,9,0,19,75.12,0
42,BSC,86,18,13,6,61.19,1
37,MBA,90,19,3,20,82.92,1
24,M.Tech,50,3,1,2,93.14,1
28,MBA,59,13,10,27,70.97,1
53,BBA,2,1,12,22,62.89,0
28,BSC,94,0,3,24,86.02,1
64,MBA,55,11,9,16,84.51,1
30,MSC,76,9,0,26,89,1
55,MSC,23,0,9,24,94.75,1
25,MSC,44,11,7,19,98.14,1
55,B.Tech,79,9,14,1,63.15,1
60,MSC,77,4,5,7,81.64,1
30,MSC,4,7,2,16,53.48,0
54,BBA,65,5,2,25,81.93,1
52,PhD,53,2,2,3,67.68,1
36,M.Tech,66,19,14,6,97.39,1
45,BBA,92,17,1,16,77.58,1
34,MBA,54,4,9,26,74.34,1
30,BSC,42,9,2,8,63.97,0
61,BBA,67,12,6,14,86.86,1
46,MBA,33,2,8,4,96.35,1
63,MBA,5,13,10,16,67.87,0
30,MSC,57,15,6,12,84.8,1
34,MSC,75,19,3,11,73.76,1
22,BSC,13,9,3,5,71.55,0
41,M.Tech,64,0,0,9,82.56,1
24,PhD,26,16,8,10,90.88,1
44,B.Tech,11,10,11,14,65.19,0
35,PhD,2,12,13,25,92.09,0
50,M.Tech,90,17,9,6,64.79,1
58,MBA,83,17,2,22,75.67,1
56,BBA,25,0,2,11,92.86,0
47,MSC,93,8,8,9,50.9,1
55,MSC,97,11,9,14,92.58,1
44,BSC,16,8,0,8,85.53,0
46,BBA,19,13,0,5,50.95,0
63,BBA,61,8,1,16,62.95,1
42,PhD,85,2,10,4,79.27,1
62,MSC,16,19,9,27,74.27,0
25,B.Tech,97,7,6,9,79.37,1
56,MSC,13,6,14,1,64.75,0
41,M.Tech,72,14,4,8,95.13,1
58,PhD,57,19,4,21,60.88,1
62,B.Tech,1,10,14,8,74.45,0
35,B.Tech,34,6,6,2,71.8,0
32,BSC,53,8,0,5,72.74,0
63,MBA,69,16,10,27,84.71,1
51,M.Tech,52,0,3,9,83.31,0
36,BSC,89,11,5,29,60.6,1
52,M.Tech,9,6,12,11,95.28,1
28,BBA,8,13,12,16,64.59,0
36,PhD,62,9,2,23,61.84,1
22,MBA,19,19,1,25,74.17,0
47,M.Tech,21,2,3,9,60.75,0
26,BSC,5,15,4,23,93.19,0
56,MBA,53,3,4,25,81.39,1
55,B.Tech,29,13,2,20,61.24,0
37,BSC,90,10,8,15,61.18,1
33,PhD,94,1,9,20,98.72,1
63,B.Tech,48,7,1,5,94.22,1
44,B.Tech,30,3,0,29,76.09,1
35,BBA,71,5,2,20,90.11,1
57,MBA,30,12,4,10,85.56,1
24,BSC,83,4,9,13,75.55,1
62,BSC,73,10,8,3,83.11,1
36,BSC,64,14,9,1,85.15,1
34,BSC,51,13,3,17,69.12,1
38,MBA,67,5,5,22,54.17,1
49,PhD,63,13,5,25,98.88,1
23,MBA,49,2,8,28,66.61,1
33,B.Tech,77,2,0,1,96.54,1
41,BSC,49,17,4,10,89.2,1
61,M.Tech,50,1,5,22,90.14,1
47,MSC,40,6,9,13,58.99,0
30,B.Tech,54,12,10,1,54.81,0
52,BSC,38,11,3,11,67.37,0
49,B.Tech,30,0,14,29,75.01,1
28,PhD,93,1,2,6,96.87,1
51,M.Tech,82,5,5,21,69.32,1
62,BSC,49,12,11,26,65.25,0
58,MSC,10,4,4,2,87.52,0
55,MSC,50,13,8,20,80.58,1
29,M.Tech,94,12,13,14,65.75,1
29,MSC,72,9,2,27,52.45,1
46,B.Tech,80,9,7,11,52.33,0
24,B.Tech,76,16,11,13,50.59,1
52,M.Tech,63,2,6,28,52.91,0
63,M.Tech,23,9,9,8,62.12,0
48,BSC,17,10,1,23,62.42,0
61,MBA,99,5,14,2,64.02,1
53,MSC,59,11,1,29,82.91,1
62,BBA,73,18,12,26,59.98,1
62,PhD,82,19,8,26,53.87,1
45,M.Tech,54,3,6,21,97.45,1
49,BSC,21,13,7,25,90.77,0
28,M.Tech,19,4,2,15,76.43,0
40,B.Tech,2,1,13,9,56.93,0
41,PhD,96,1,7,1,58.28,1
44,BSC,75,2,12,8,55.99,1
27,BBA,40,10,11,17,96.15,1
22,MSC,99,16,1,6,71.31,1
30,PhD,49,16,13,6,61.48,0
49,MSC,33,0,9,26,95.1,1
51,BSC,49,5,4,12,68.49,1
63,MSC,60,3,14,9,96.12,1
56,BBA,46,16,2,13,78.63,1
30,BSC,38,15,14,10,70.84,0
64,MSC,66,0,5,25,78.98,1
60,BBA,81,2,11,9,58.08,1
54,MBA,69,9,6,15,84.56,1
64,MBA,72,7,4,14,71.92,1
38,B.Tech,20,6,1,7,82.08,0
37,MBA,58,15,1,27,80.47,1
27,BBA,83,8,0,13,60.35,0
33,BBA,56,14,5,6,58.64,0
30,BSC,62,4,12,13,54.47,0
57,MSC,80,5,2,8,78.93,1
59,BBA,17,5,0,6,54.35,0
58,MSC,38,17,8,13,50.34,0
49,BBA,29,4,0,18,94.73,0
30,MBA,69,19,7,5,88.34,0
42,BSC,49,9,0,19,50.18,0
27,BSC,66,14,0,24,93.79,1
32,BBA,18,3,14,27,80.33,1
39,PhD,3,12,0,8,74.78,0
63,PhD,71,16,4,17,64.65,1
47,MSC,71,11,4,12,51.05,0
27,MBA,4,3,3,22,84.65,0
39,MSC,83,15,8,3,64.56,1
42,B.Tech,17,1,8,5,90.78,0
39,BSC,59,16,9,6,66.47,1
60,BBA,51,16,3,22,62.06,0
42,BBA,48,6,11,8,91.8,1
40,B.Tech,27,14,13,17,78.56,0
46,MSC,88,1,13,28,54.65,1
36,PhD,79,12,13,17,69.82,1
25,BSC,82,10,9,4,53.49,1
50,B.Tech,47,15,12,29,60.27,0
47,MBA,9,6,1,16,53.92,0
44,MBA,66,7,13,20,76.11,1
64,MBA,26,9,7,1,92.33,0
28,MBA,45,17,12,3,77.32,0
43,PhD,28,13,0,19,98.06,0
33,MSC,99,5,6,16,59.7,1
49,MBA,29,17,3,10,71.06,0
63,BSC,89,14,10,5,99.19,1
56,MSC,65,17,4,19,50.3,0
58,PhD,68,2,6,3,60.02,0
22,BSC,23,16,3,29,89.94,1
35,BSC,34,19,14,21,78.19,0
26,BBA,62,14,0,25,93.88,1
42,MSC,37,15,2,12,72.87,0
57,B.Tech,40,18,6,7,61.2,0
36,B.Tech,97,17,11,15,54.25,1
55,PhD,94,8,7,6,58.25,1
55,B.Tech,40,6,2,14,83.98,0
23,M.Tech,92,16,5,14,89.12,1
48,PhD,79,14,0,26,80.07,1
63,BBA,13,11,9,6,66.58,0
29,M.Tech,66,18,4,10,52.17,0
49,M.Tech,98,5,0,19,92.88,1
43,PhD,97,8,11,4,69.42,1
38,BBA,91,2,5,1,97.24,1
21,PhD,83,7,11,9,82.94,1
30,MBA,91,5,0,26,86.09,1
62,BSC,28,0,0,5,59.93,0
34,M.Tech,31,2,6,20,94.79,1
45,BBA,76,15,13,12,86.76,1
29,PhD,75,17,12,15,91.84,1
26,M.Tech,62,10,4,25,79.47,1
52,BBA,83,10,6,6,99.14,1
25,MSC,31,16,1,3,55.36,0
32,BSC,25,2,7,9,60.41,0
58,BBA,13,16,13,2,99.8,0
33,B.Tech,34,14,11,23,63.48,0
60,B.Tech,15,4,5,22,64.19,0
26,BBA,44,12,7,4,56.96,0
25,B.Tech,90,7,10,20,80.39,1
47,MSC,67,7,13,23,96.08,1
23,BSC,75,5,3,22,88.41,1
37,M.Tech,26,13,8,14,62.63,0
52,MSC,99,15,3,28,74.07,1
25,B.Tech,42,16,4,24,57.11,0
23,B.Tech,88,7,5,2,60.86,1
64,PhD,17,17,10,20,53.54,0
33,B.Tech,15,13,13,20,90.7,0
24,M.Tech,36,8,8,20,61.22,0
55,B.Tech,35,10,1,16,83.36,0
36,BSC,84,19,12,20,64.4,1
27,BBA,45,1,10,7,94.75,1
46,MBA,19,19,10,21,87.54,1
35,M.Tech,61,15,1,14,92.99,1
26,B.Tech,59,5,9,20,90.54,1
42,BSC,46,19,14,20,79.5,1
30,M.Tech,77,14,6,16,75.1,1
24,BSC,25,4,9,29,88.22,0
42,BSC,61,13,9,24,55.41,0
32,MBA,81,13,12,9,80.92,1
35,BBA,77,13,7,9,65.44,0
50,MBA,61,16,5,19,97.4,1
61,M.Tech,1,4,7,8,54.63,0
40,MBA,43,3,2,13,89.89,1
30,MSC,99,16,14,6,93.2,1
56,BBA,43,6,13,17,90.77,1
55,MSC,13,0,12,8,93.82,0
25,B.Tech,33,17,6,18,70.95,0
23,BBA,15,8,12,8,53.12,0
64,B.Tech,61,0,0,26,96.3,1
62,MBA,20,2,11,24,89.59,1
28,MBA,67,17,9,9,83.01,1
34,MSC,69,4,9,20,76.86,1
52,MBA,1,15,3,8,62.55,0
54,MSC,46,5,7,29,86.41,1
49,MBA,64,4,6,6,60.07,0
38,MSC,69,11,8,19,93.22,1
45,B.Tech,79,0,2,14,51.18,0
23,PhD,66,14,12,10,62.89,1
50,BSC,15,0,5,23,81.13,1
35,PhD,46,5,10,27,55.94,0
41,M.Tech,1,5,5,11,89.85,0
44,PhD,81,15,10,27,94.36,1
28,B.Tech,95,6,11,16,75.99,1
63,BSC,6,18,11,21,95.69,1
37,MBA,37,14,4,8,63.93,0
53,M.Tech,87,2,9,8,84.53,1
52,MSC,96,7,14,3,97.77,1
56,PhD,74,17,12,15,53.66,1
28,M.Tech,25,7,0,24,51.17,0
62,BSC,99,5,0,2,79.65,1
49,PhD,38,7,13,4,69.81,0
32,MSC,74,14,8,14,65.63,1
51,BSC,85,11,9,24,94.09,1
32,BBA,25,0,5,1,58.51,0
62,BSC,7,6,6,29,61.4,0
31,BBA,53,17,14,8,87.05,0
23,M.Tech,36,19,3,26,75.23,1
31,MBA,99,10,14,18,99.6,1
56,PhD,40,17,7,27,70.94,0
36,BBA,43,3,4,9,60.97,0
64,B.Tech,57,10,13,7,90.06,1
59,MBA,8,9,12,6,72.12,0
28,MSC,52,12,12,20,68.16,1
55,MBA,94,16,4,22,69.62,1
21,MBA,2,5,4,27,75.58,0
29,BSC,64,16,7,26,89.86,1
64,M.Tech,9,13,5,9,58.23,0
59,PhD,1,10,8,12,73.2,0
47,BBA,97,19,1,22,57.71,1
42,MSC,54,19,0,6,84.82,0
57,BSC,92,6,5,11,59.99,1
28,BSC,52,18,9,10,58.74,0
51,MBA,86,15,10,13,84,1
25,M.Tech,33,16,8,9,84.66,0
23,BBA,26,8,4,9,54.7,0
23,MBA,36,13,11,17,75.81,1
57,B.Tech,38,16,6,17,50.53,0
63,M.Tech,82,6,3,10,76.31,1
21,MSC,32,10,5,10,99.01,0
33,M.Tech,43,8,1,10,64.57,0
39,M.Tech,9,13,8,2,76.08,0
53,M.Tech,91,2,2,7,77.43,1
37,BBA,51,19,7,26,65.89,0
21,BBA,81,8,13,5,65,1
58,B.Tech,37,12,7,22,54.74,0
49,BSC,89,1,6,7,85.22,1
50,M.Tech,44,7,12,25,60.48,1
21,PhD,69,8,14,19,56.57,1
36,B.Tech,20,0,8,6,76.42,0
50,B.Tech,8,4,8,25,98.09,1
30,PhD,31,7,4,6,52.53,0
64,PhD,1,14,10,5,59.65,0
60,BSC,90,2,6,26,74.4,1
40,M.Tech,68,16,8,11,52.57,0
64,PhD,64,6,3,25,74.43,1
46,M.Tech,68,5,5,3,52.75,0
40,BSC,64,8,1,5,73.18,0
54,MBA,47,13,11,6,74.47,0
36,PhD,44,7,7,25,73.76,1
50,MSC,58,13,1,22,51.63,0
49,MSC,4,15,1,28,81.69,0
55,BSC,53,12,8,8,60.34,0
44,B.Tech,88,7,10,14,67.52,1
63,MBA,77,8,12,28,79.67,1
29,BSC,1,3,8,25,60.44,0
57,MBA,25,12,2,24,60.78,0
33,BSC,66,19,4,19,98.67,1
28,MSC,38,16,5,17,50.55,0
49,MSC,27,13,12,17,68.58,0
34,B.Tech,10,13,6,28,58.69,0
40,MBA,53,16,13,17,94.84,1
26,B.Tech,95,12,0,5,97.31,1
27,PhD,15,14,14,15,91.92,0
24,MBA,93,17,7,16,51.77,1
41,PhD,72,4,3,21,98.5,1
24,BBA,47,4,3,13,63.19,1
34,M.Tech,35,4,14,21,51.01,1
25,BSC,93,9,9,25,50.64,1
37,BBA,12,4,0,29,99.7,0
61,MBA,68,19,2,16,65.16,1
29,BBA,31,12,8,7,67.41,0
54,B.Tech,91,19,1,21,98.86,1
25,B.Tech,53,9,9,12,66.84,0
21,MSC,44,14,4,7,64.4,0
54,BSC,60,3,12,27,52.25,0
30,B.Tech,29,17,2,1,58.09,0
40,MBA,52,14,10,15,74.23,1
51,M.Tech,28,9,7,26,74.94,1
22,MBA,76,14,6,15,95.95,1
48,PhD,51,17,10,18,65.31,1
26,BBA,37,8,14,13,70.62,1
55,MBA,92,8,6,4,88.81,1
38,BSC,9,17,14,20,57.1,0
24,MSC,54,5,2,22,52.29,0
40,M.Tech,47,16,8,27,72.96,0
22,MSC,63,4,13,2,73.36,1
53,MSC,84,0,0,29,97.72,1
52,M.Tech,89,14,6,1,71.79,1
25,BSC,18,5,14,19,67.3,0
26,PhD,46,5,2,8,81.67,1
25,MSC,59,18,0,20,88.86,1
51,MSC,81,4,14,27,54.06,1
55,MSC,58,6,5,14,95.05,1
60,MBA,38,5,2,16,67.4,0
48,B.Tech,57,7,8,23,64.18,1
55,M.Tech,4,1,12,9,85.65,0
51,MSC,43,14,13,25,63.84,0
56,BSC,6,19,12,21,90.91,0
34,PhD,46,7,2,18,51.63,0
55,PhD,76,1,4,25,80.64,1
46,BBA,64,8,14,25,65.88,1
52,MBA,54,6,10,15,99.24,1
38,MBA,19,10,9,4,63.59,0
24,PhD,17,0,10,16,70.51,0
39,MBA,42,17,8,22,68.31,1
58,BSC,47,6,7,14,54.76,0
32,MSC,93,18,6,11,69.45,1
54,B.Tech,4,8,10,14,92.48,0
48,B.Tech,31,18,5,21,85.13,1
31,B.Tech,14,2,9,23,57.14,0
50,MBA,8,15,11,23,67.12,0
43,MBA,46,2,0,7,53.22,0
62,B.Tech,39,4,0,24,50.82,0
49,PhD,89,7,12,14,85.4,1
51,PhD,88,19,0,28,78.19,1
48,MSC,30,8,11,22,74.46,1
51,MSC,12,18,5,14,64.98,0
44,M.Tech,2,8,7,16,62.28,0
46,MBA,18,15,0,1,74.35,0
55,PhD,90,3,14,11,68.32,1
45,MBA,19,17,5,28,82.26,1
36,MSC,39,6,7,14,93.61,1
41,PhD,99,8,2,5,95.65,1
47,M.Tech,26,4,5,8,99.04,0
46,BSC,92,4,13,21,91.34,1
25,BBA,37,10,7,23,99.98,1
39,BBA,34,2,4,19,61.83,0
24,B.Tech,71,8,0,15,60.22,1
51,MSC,35,14,4,19,98.1,1
32,B.Tech,97,8,14,15,89.62,1
55,BBA,8,11,3,27,58.52,0
25,BBA,20,2,8,27,92.57,0
44,BSC,45,16,14,15,90.82,1
41,MBA,40,9,1,22,94.62,1
50,B.Tech,76,6,14,22,93.88,1
51,BBA,52,17,13,1,95.26,1
32,BSC,86,6,0,24,54.7,1
51,M.Tech,72,18,9,16,90.26,1
33,BBA,11,2,13,13,57.94,0
45,BBA,27,0,7,12,85.17,0
58,M.Tech,72,14,3,12,83.56,1
64,PhD,24,2,12,10,100,0
35,BSC,3,1,3,1,85.8,0
61,BBA,91,5,1,3,72.39,1
43,BBA,62,17,5,22,87.75,1
33,B.Tech,42,17,6,5,64.56,0
54,BBA,11,13,1,15,51.68,0
51,PhD,85,17,0,28,86.88,1
59,M.Tech,91,5,5,5,93.91,1
48,B.Tech,55,5,14,4,91.04,1
42,MBA,65,2,6,28,60.29,1
63,MSC,96,11,7,16,75.74,1
49,BBA,80,3,8,3,63.83,1
24,B.Tech,76,2,13,22,57.61,1
41,MBA,28,15,8,15,79.28,0
55,B.Tech,50,8,14,17,94.44,1
25,MBA,61,11,5,15,97.46,1
30,MBA,6,3,12,8,63.5,0
38,B.Tech,50,16,5,19,59.01,0
24,PhD,51,9,5,9,78.48,0
57,B.Tech,54,6,2,25,87.73,1
42,BSC,97,7,2,11,71.33,1
60,BSC,19,2,8,1,99.05,0
37,PhD,3,6,1,16,89.98,0
39,BSC,98,16,6,5,89.56,1
34,MSC,43,13,8,11,63.29,0
31,BBA,80,8,14,24,76.02,1
27,MBA,30,17,10,29,62.46,0
25,B.Tech,93,4,14,7,66.25,1
47,PhD,91,4,14,15,63.29,1
34,MSC,19,17,11,27,62.89,0
28,MBA,58,16,2,22,90.57,1
46,MBA,23,7,4,10,69.4,0
50,BBA,71,1,4,11,51.22,1
60,B.Tech,33,1,0,12,50.5,0
51,PhD,68,1,3,1,95.8,1
23,M.Tech,94,12,2,27,67.14,1
42,BBA,95,9,8,14,66.22,1
41,B.Tech,54,4,11,22,58.64,1
49,BSC,26,6,1,6,88.88,0
64,BSC,74,10,9,3,53.08,1
24,MSC,8,19,11,29,56.53,0
33,MSC,90,0,4,10,61.75,1
30,PhD,40,9,4,20,99.97,1
55,B.Tech,81,1,7,4,52.28,1
52,M.Tech,50,1,0,15,97.74,1
54,MSC,78,14,6,1,55.3,1
43,BSC,83,8,5,20,98.51,1
26,BBA,62,0,7,24,54.64,0
50,MBA,15,9,0,15,90.93,1
39,M.Tech,86,9,13,10,95.89,1
22,PhD,37,11,14,9,69.9,0
62,PhD,38,18,0,13,94.04,1
61,PhD,90,12,12,12,83.54,1
22,MBA,45,19,2,6,77.69,0
47,M.Tech,84,9,2,16,96.12,1
39,BSC,73,12,0,7,73.42,0
52,B.Tech,26,4,11,26,89.16,1
24,B.Tech,35,15,2,11,74.89,0
21,PhD,19,10,11,29,64.15,0
34,B.Tech,66,1,6,6,62.14,0
55,MSC,33,8,2,2,87.69,1
28,PhD,98,18,13,18,92.93,1
22,BBA,45,2,13,1,79.62,0
34,MBA,32,18,3,1,57.41,0
42,MBA,46,19,8,28,61.58,1
27,BSC,48,17,12,5,89.7,1
46,BSC,20,8,14,1,87.91,0
64,BSC,93,18,2,15,85.87,1
46,MSC,53,1,14,11,59.67,0
25,M.Tech,13,7,12,3,77.94,0
23,B.Tech,2,19,10,2,85.3,0
39,PhD,88,5,10,10,56.08,1
41,MSC,53,14,7,12,71.63,0
30,MSC,81,6,10,25,56.67,1
61,BSC,5,6,9,23,61.16,0
39,MBA,81,16,1,27,91.96,1
24,MSC,62,7,5,26,72.89,1
23,MSC,88,0,14,29,62.32,1
29,MBA,74,18,14,25,97.91,1
46,BSC,32,12,7,17,58.67,0
21,BBA,75,12,4,26,73.22,1
62,MSC,85,13,14,12,69.99,1
51,BBA,5,12,9,14,76.79,0
42,MSC,74,2,5,2,82.87,1
54,B.Tech,41,18,12,11,94.62,1
26,BSC,45,8,4,12,86.25,1
49,M.Tech,37,11,14,27,99.44,1
29,B.Tech,39,2,8,10,65.8,0
47,BSC,23,2,5,8,83.67,0
37,B.Tech,23,12,11,19,60.73,0
51,MSC,27,5,3,9,81.75,0
55,B.Tech,26,16,3,16,77.38,0
24,BBA,66,18,10,2,58.86,0
25,B.Tech,51,18,6,16,80.22,0
31,B.Tech,41,15,14,10,65.9,0
23,MBA,6,16,12,2,95.79,0
58,B.Tech,72,14,10,7,82.96,1
48,M.Tech,72,13,7,25,63.4,1
30,MSC,63,13,13,24,95.79,1
33,MSC,1,17,8,1,85.11,0
39,B.Tech,38,17,9,15,85.2,0
34,MSC,58,7,12,6,59.53,0
53,BBA,24,14,0,19,55.92,0
60,MBA,16,8,0,29,54.45,0
49,MBA,99,16,7,14,87.28,1
64,MBA,8,17,3,3,57.33,0
43,MSC,25,15,5,6,75.53,0
24,B.Tech,14,13,7,4,90.37,0
64,PhD,96,10,8,4,93.15,1
42,BBA,26,6,13,20,70.9,0
24,B.Tech,58,18,2,12,82.5,0
59,MBA,10,1,13,12,96.26,1
26,BSC,90,0,6,19,53.37,1
42,BSC,7,10,9,11,72.92,0
45,M.Tech,47,18,7,22,58.93,1
54,M.Tech,38,18,12,26,98.57,1
50,M.Tech,21,7,7,29,57.13,0
42,PhD,2,2,7,15,57.58,0
34,BSC,73,12,7,15,68.92,1
32,MBA,39,19,10,20,55.13,0
51,M.Tech,55,1,5,21,88.33,1
47,PhD,42,8,11,25,89.5,1
23,MSC,67,10,12,5,60.11,0
33,B.Tech,69,14,1,8,78.39,0
33,MBA,85,16,6,12,91.76,1
62,MBA,93,3,4,13,72.88,1
22,MBA,87,11,0,27,81.79,1
23,M.Tech,4,17,9,1,98.4,0
36,M.Tech,89,9,5,29,94.28,1
21,PhD,15,18,8,13,85.69,0
55,BSC,39,5,13,11,72.63,1
39,BSC,60,6,0,8,86.51,1
22,BBA,36,6,8,25,67.7,0
56,MSC,68,7,9,11,78.95,1
40,BBA,77,6,8,4,87.94,1
27,M.Tech,32,11,10,16,76.21,0
38,B.Tech,99,12,12,8,58.55,1
54,BBA,32,12,7,18,91.25,0
28,M.Tech,77,9,12,15,94.09,1
23,B.Tech,18,0,8,21,58.83,0
27,BBA,1,18,5,13,83.56,0
38,MSC,33,2,12,7,53.15,0
29,BSC,70,3,9,4,60.74,0
43,MSC,9,6,13,14,96.95,0
48,MSC,65,6,6,25,53.58,1
23,BSC,76,8,2,17,97.47,1
24,BBA,34,10,13,14,72.73,0
41,BBA,11,4,5,24,75.92,1
32,MBA,89,14,5,13,64.42,1
31,PhD,43,0,10,3,78.72,0
47,MBA,81,14,10,27,60.59,1
22,PhD,52,9,10,9,56.68,0
50,BBA,65,15,10,29,63.56,1
27,M.Tech,43,4,0,2,89.2,0
26,MBA,85,7,0,25,91.42,1
37,MBA,41,12,7,1,74.69,0
29,BBA,55,1,8,21,67.4,1
24,B.Tech,98,17,14,2,89.44,1
56,MSC,66,7,1,27,77.37,1
61,M.Tech,12,16,14,15,98.64,0
40,MBA,43,16,14,18,75.64,1
62,BSC,50,16,14,2,65.41,0
42,MBA,19,9,8,29,61.64,0
35,PhD,22,5,9,6,77.19,0
45,BBA,23,4,12,21,56.9,0
64,BSC,89,4,3,8,68.8,1
57,B.Tech,39,13,10,16,86.22,1
41,MSC,86,13,13,15,83.6,1
61,BSC,60,1,13,10,81.69,1
42,MSC,90,3,14,14,54.48,1
27,PhD,50,15,7,14,64.17,0
59,MBA,77,12,2,7,56.9,1
54,B.Tech,96,2,3,28,52.36,1
34,MBA,81,4,4,4,55.2,1
39,BBA,6,12,0,7,70.74,0
62,M.Tech,60,1,12,19,73.13,1
45,M.Tech,70,8,10,25,85.41,1
27,BBA,85,3,12,29,86.71,1
60,BSC,36,4,14,21,95.03,1
45,MBA,65,18,2,23,90.18,1
31,PhD,72,9,1,21,94.15,1
23,BBA,61,3,10,25,59.66,1
48,MBA,64,9,1,20,69.45,1
31,B.Tech,44,6,12,11,65.48,0
63,M.Tech,50,0,6,14,96.04,1
42,PhD,64,9,3,19,52.95,1
39,M.Tech,68,8,12,20,59.42,1
36,B.Tech,85,13,0,1,67.78,1
42,MBA,47,11,11,16,87.16,1
37,MSC,33,19,6,18,90.85,1
52,MBA,31,18,5,20,53.41,0
32,MSC,50,16,5,9,71.35,0
25,MSC,94,4,12,22,69.21,1
34,B.Tech,62,13,10,23,73.06,1
42,BBA,93,6,14,21,62.5,1
58,MBA,79,2,7,9,69.91,1
40,BBA,55,2,3,4,62.58,0
51,BSC,57,7,0,13,85.63,1
42,M.Tech,55,17,11,11,93.65,0
25,B.Tech,10,16,5,22,50.17,0
45,PhD,71,3,7,27,65.51,1
39,BBA,53,12,9,12,98.1,1
64,BBA,18,16,3,16,89.87,1
45,M.Tech,40,14,1,7,89.41,0
